DeviceTag: Xsens DOT6B,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:31:46.900,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
35861990,0.9716,-0.0017,-0.0002,0.2366,-0.1908,0.0242,27.3764,0.0070,-0.0007,0.1041,0
35862157,0.9716,-0.0017,-0.0002,0.2366,-0.1909,0.0256,27.3760,-0.0080,-0.0090,0.1062,0
35862323,0.9716,-0.0017,-0.0002,0.2366,-0.1905,0.0257,27.3748,-0.0037,0.0075,0.0993,0
35862490,0.9716,-0.0017,-0.0002,0.2366,-0.1909,0.0260,27.3741,-0.0017,0.0017,0.1138,0
35862657,0.9716,-0.0017,-0.0002,0.2366,-0.1908,0.0265,27.3743,0.0014,-0.0139,0.1192,0
35862823,0.9716,-0.0017,-0.0002,0.2366,-0.1898,0.0277,27.3745,-0.0067,-0.0071,0.1049,0
35862990,0.9716,-0.0017,-0.0002,0.2366,-0.1899,0.0281,27.3743,0.0022,-0.0138,0.1244,0
35863157,0.9716,-0.0017,-0.0001,0.2366,-0.1884,0.0287,27.3744,0.0139,-0.0010,0.1054,0
35863323,0.9716,-0.0016,-0.0001,0.2366,-0.1868,0.0290,27.3743,0.0026,-0.0072,0.1166,0
35863490,0.9716,-0.0016,-0.0001,0.2366,-0.1860,0.0286,27.3731,-0.0094,-0.0019,0.1056,0
35863657,0.9716,-0.0016,-0.0001,0.2366,-0.1873,0.0299,27.3731,-0.0160,0.0072,0.1178,0
35863823,0.9716,-0.0016,-0.0001,0.2366,-0.1863,0.0286,27.3742,-0.0004,0.0113,0.1056,0
35863990,0.9716,-0.0016,-0.0001,0.2366,-0.1863,0.0290,27.3737,0.0041,0.0074,0.1196,0
35864157,0.9716,-0.0016,-0.0001,0.2366,-0.1854,0.0280,27.3725,0.0067,-0.0050,0.1262,0
35864323,0.9716,-0.0016,-0.0002,0.2366,-0.1852,0.0273,27.3728,-0.0039,-0.0040,0.1068,0
35864490,0.9716,-0.0016,-0.0001,0.2366,-0.1845,0.0283,27.3730,-0.0044,-0.0066,0.1025,0
35864657,0.9716,-0.0016,-0.0001,0.2366,-0.1845,0.0281,27.3734,0.0034,-0.0069,0.1191,0
35864823,0.9716,-0.0016,-0.0001,0.2366,-0.1835,0.0281,27.3731,0.0080,-0.0064,0.1038,0
35864990,0.9716,-0.0016,-0.0001,0.2366,-0.1841,0.0280,27.3738,0.0009,0.0059,0.1168,0
35865157,0.9716,-0.0016,-0.0001,0.2366,-0.1845,0.0275,27.3745,-0.0075,0.0009,0.1152,0
